f1,f2,f3,f4,f5,label
0.45351878493012343,0.7877067329257988,0.5842473645706934,0.048480373698499335,0.9568476597972808,1
0.3982366421902245,0.9185037546907575,0.4321671076919499,0.6935050136168287,0.5949674524408671,0
0.6896649129789846,0.583619737669445,0.3039050616327337,0.20065487848527552,0.6417108115250365,1
0.6026346382456172,0.41508646104941427,0.4186994113946233,0.7313040485727705,0.39203407463904283,1
0.024049349191780145,0.2464116151838246,0.7323841593937239,0.032599200940982676,0.10628677121394559,0
0.17889552120884689,0.3015352514333349,0.6857110057338015,0.7921755086560823,0.15589199143414356,0
0.005107845010720036,0.45196651436548385,0.041133441033563756,0.33523102919133907,0.24686632509674455,0
0.886009408504445,0.7248505353773834,0.34347227969865024,0.7649840064002412,0.8866522901606938,1
0.6944875707406601,0.6572796133104177,0.45366622111579546,0.039407489584637245,0.4952682748378363,0
0.6016773981971762,0.3185726807907001,0.21221581591648553,0.5142323004194128,0.3952621367613741,0
0.1778732300363921,0.785960005733631,0.44413144736033416,0.7406178918695933,0.11421217145543838,0
0.3352465151017249,0.2627490443891578,0.791888027454482,0.79949042822416,0.6533861284624,0
0.7788346587183259,0.8133966180221172,0.13606609581849494,0.18103610560903605,0.4547112166060143,0
0.9229977512695473,0.6957353953104876,0.4714843524560547,0.2468203776715262,0.45139657313105097,1
0.7272842874068488,0.4090168426962041,0.3250513366913369,0.6130188887578181,0.4623988866291746,0
0.1868333393760221,0.5676569801902895,0.6046071457060442,0.1364046995532766,0.17624615476753247,1
0.5217221216025673,0.7903233210063454,0.13798118688900662,0.7553047685848338,0.28738475885661663,1
0.6228976150355472,0.19661772331669913,0.006441866888451386,0.5930450017937668,0.3510627934052911,0
0.46738963202847494,0.2301251096663699,0.9763962646247525,0.34182820787722,0.034453665611847484,1
0.17937177568612228,0.28151309282087644,0.3358059991805764,0.17830492918644536,0.49856057212865434,0
0.6212043108739721,0.6022801908684092,0.230675968178508,0.15562440196547278,0.35802125170559707,0
0.27313021980429053,0.2780144028931404,0.42205313667340283,0.6008971894114008,0.4709660672330225,0
0.13855018681919506,0.5295412395147595,0.24527192164424827,0.9686489525783043,0.09499010049772982,0
0.49789545655978795,0.7179878546465543,0.1429827409580271,0.4038688997378391,0.7763016487281319,0
0.1050575098009956,0.08527892179557095,0.388080540860849,0.8965106234847623,0.8497700230324962,0
0.15299001473066431,0.7552677404323663,0.43173108611671973,0.1352721069222742,0.24725844939748198,0
0.48680027460326103,0.22585645524673226,0.7355041863458729,0.6005163587412484,0.8313515217867472,1
0.9587980941724026,0.7260135625085723,0.9816758584305314,0.5748584929146454,0.6650743843810737,1
0.22929952797286268,0.044353054470304354,0.7927111733837934,0.14039717989214662,0.01747657289903537,0
0.5045855548645783,0.5973124947852008,0.027220409428100778,0.9280400156651997,0.6042405609299315,0
0.9606168132085008,0.5979374026277107,0.5528123243459157,0.20232639791491358,0.9150514730252741,1
0.13944814529367366,0.3640186498026782,0.8848928924896428,0.186689199407306,0.6231662799992318,1
0.7956624743173558,0.761474851195,0.3446282379459483,0.03765601535106311,0.17442968485534704,1
0.0031985597545379774,0.7951387600400709,0.9143458437689759,0.6057325581472722,0.942679376157365,1
0.18491402560116077,0.2654380338360205,0.4026464188503476,0.09515929412616353,0.6137223390974983,0
0.15773462638203706,0.12381687682504816,0.3374717649669441,0.8771260669306153,0.7610086609565495,0
0.4003397334701446,0.46644404161604913,0.7850306563956645,0.9848049179215512,0.1204636265780783,1
0.3161908465234231,0.43707515141925557,0.32310043679506406,0.9891241841696553,0.3491821658961226,0
0.3170637150458746,0.7822157100103518,0.22528471378445358,0.08987519874621552,0.42099388067112054,0
0.8549492565455677,0.5857200209442421,0.37865562760156657,0.41283440593330023,0.7602148319353513,1
0.7463453260285315,0.7749444230338244,0.4702264210849143,0.18113538509852345,0.7019231910891723,1
0.005077031059269266,0.17104278337307266,0.4286837046271448,0.2933032547767729,0.2737148245706196,0
0.14922074536262697,0.512635619802799,0.24387929249525309,0.45220056370325157,0.019994878679805983,0
0.7017460763894929,0.949962612744038,0.13921376655602336,0.7399677001871405,0.25694148348074,0
0.14135409220334227,0.6497920156415306,0.8612964882675089,0.5754437606895872,0.9921738422969737,1
0.7558818438230815,0.8573772431580073,0.46499420187438056,0.40894633353175636,0.292079451428498,1
0.5246843096503003,0.4591295389106115,0.09286753924054425,0.26466879643253793,0.6226623859495688,0
0.8579157914514042,0.05911364019008325,0.20963938154771633,0.09327832504084199,0.9324650361544962,0
0.9067287948694374,0.10059640471462417,0.433809812701058,0.16018207511072213,0.6781214761836319,1
0.6698431371511181,0.4684917853870689,0.22353756225150723,0.7737503308358398,0.10137567845764617,1
0.21068824026115296,0.7965159248876852,0.18096853669552715,0.8448384596265384,0.3029980172443437,0
0.7512089803915891,0.2681585230993937,0.05913417309767044,0.1636564190810501,0.9239184255727988,0
0.8193552861972856,0.16846474562342895,0.9791779242580273,0.472966867400751,0.22298144485936755,1
0.8587588536603014,0.2941459764610811,0.13765021967366875,0.8720310564609685,0.3296184358988894,1
0.8245730455149657,0.33619094120564474,0.5755894457893255,0.7894179707242441,0.4381239841876846,0
0.014131919535970261,0.3044330731048759,0.7065173527712796,0.5972964699450489,0.015689785314533466,0
0.4259657433422337,0.5515517734573626,0.6322933148739098,0.9697025000946996,0.7867742935300603,0
0.4431922696078604,0.13582624823563716,0.5876798281097274,0.6518230024378014,0.11722250288564828,1
0.40952445638804846,0.5093030383731386,0.40325666268656024,0.08529451640771246,0.7940508393185307,0
0.27801643344884275,0.4148651404701067,0.44489276455479865,0.4823956841250787,0.7208117311527732,0
0.5191701863091327,0.446754475281692,0.9774163884252366,0.3281296205839992,0.7561706333824559,1
0.5481964173677013,0.5847783266293494,0.30147094739975777,0.10084367676306283,0.29675798838941714,0
0.09765851452018492,0.7147969396776175,0.7793669909216763,0.27850265732759605,0.39955699995171023,1
0.13776839530725427,0.7808432997337466,0.5061029629721728,0.6379579355119745,0.8871329255382013,0
0.3948077984239221,0.8336859936304102,0.6945830895677056,0.8037937633477501,0.3826616166625164,1
0.3927478852961286,0.5496635220507072,0.26568820055447173,0.9126922871683782,0.2802396069294337,0
